,sheetname,Eff_A,Eff_B,Eff_C,maxEfficiency,rampRate,cost_install,cost_OM_fix,cost_OM_var,co2CaptureEff,minRange,battSize,solarCapacity_MW,demand_MWh,solar_MWh,powerOutput_MWh,heatInput_MWh,solarUsed_MWh,loadShed_MWh,gridUsed_MWh,fuelCost_dollars,LCOE,efficiency_pct,emissions_tons,deficit_max,deficit_min,deficit_pct_time,deficit_pct_energy,solarCurtail_pct,loadShed_pct_energy,loadShed_pct_time,emissions_hr00,emissions_hr01,emissions_hr02,emissions_hr03,emissions_hr04,emissions_hr05,emissions_hr06,emissions_hr07,emissions_hr08,emissions_hr09,emissions_hr10,emissions_hr11,emissions_hr12,emissions_hr13,emissions_hr14,emissions_hr15,emissions_hr16,emissions_hr17,emissions_hr18,emissions_hr19,emissions_hr20,emissions_hr21,emissions_hr22,emissions_hr23,costs_hr00,costs_hr01,costs_hr02,costs_hr03,costs_hr04,costs_hr05,costs_hr06,costs_hr07,costs_hr08,costs_hr09,costs_hr10,costs_hr11,costs_hr12,costs_hr13,costs_hr14,costs_hr15,costs_hr16,costs_hr17,costs_hr18,costs_hr19,costs_hr20,costs_hr21,costs_hr22,costs_hr23,demand_hr00,demand_hr01,demand_hr02,demand_hr03,demand_hr04,demand_hr05,demand_hr06,demand_hr07,demand_hr08,demand_hr09,demand_hr10,demand_hr11,demand_hr12,demand_hr13,demand_hr14,demand_hr15,demand_hr16,demand_hr17,demand_hr18,demand_hr19,demand_hr20,demand_hr21,demand_hr22,demand_hr23
10,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,40.0,32.635,294127.6552740708,55788.54515916444,236963.8979934905,493469.2796138544,54209.89144226602,0.0,0.0,5220904.978314579,0.07244799926923536,48.019989852036495,88824.4703304938,0.000981635199991615,-0.0009998032116129707,0.0,0.0,2.8297094186531098,0.0,0.0,3950.3803752439426,3913.478600715057,3866.9827025346835,3863.52906321754,3882.2414022459866,3992.176637687571,4127.8594872459435,4076.5993488857603,3739.171750620173,3334.0821552397756,3112.7186347968704,3011.6109922575206,2965.4423221916886,2970.3990051458504,3034.4267956432045,3131.500096730363,3341.2738687740916,3578.1512354867778,3879.4904278800277,4182.777095488726,4316.558249096834,4298.222698725864,4186.8220545198,4068.575330119766,232194.5798337829,230025.57553091837,227292.64996009422,227089.65271578653,228189.52242090303,234651.27125963615,242626.4076392338,239613.4506178408,219780.20623089685,195969.94001353794,182958.68420083827,177015.8016560254,174302.10982660032,174593.45263579502,178356.86387725058,184062.6167967069,196392.6529534994,210315.77817472283,228027.8262609483,245854.34261261512,253717.7015302472,252639.97862510913,246092.09631566377,239141.81662592848,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
11,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,44.0,32.635,294127.6552740708,55788.54515916444,236320.13537454035,492449.06292554043,54496.708640744095,0.0,0.0,5210111.085752218,0.07459777572745832,47.98874709408729,88640.83132659727,0.000981635199991615,-0.0009998032116129707,0.0,0.0,2.315594562888748,0.0,0.0,3944.714935130553,3908.066195096825,3861.703361568972,3858.3167214626073,3876.8567947272445,3986.3944626063803,4121.606798394292,4070.294210210728,3733.5251618995203,3330.5972376334275,3111.0224936012282,3010.9046471972447,2962.0731360015097,2969.8964152799545,3034.2533349125015,3128.835692164528,3337.112525935552,3569.738028573166,3850.1217625502577,4155.665964975404,4291.1986785437475,4286.001860256494,4179.51927935416,4062.411628520988,231861.57785378472,229707.44635624674,226982.3420299985,226783.2828504133,227873.02715674578,234311.40785764167,242258.88848339784,239242.8485779417,219448.3122938718,195765.10430089812,182858.98879056107,176974.28426303805,174104.07654942208,174563.91152034397,178346.6682409681,183906.00901722617,196148.05846887856,209821.26856835608,226301.60137656517,244260.81060799872,252227.12232773806,251921.6648972984,245662.8554198167,238779.52794306693,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
12,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,48.0,32.635,294127.6552740708,55788.54515916444,235713.78649987292,491487.31711673783,54739.51256585923,0.0,0.0,5199935.815095087,0.07675067304780708,47.95928161130683,88467.71708101277,0.000981635199991615,-0.0009998032116129707,0.0,0.0,1.8803727365758078,0.0,0.0,3938.859472854555,3902.2378778783677,3855.909501407574,3852.457954801499,3870.8192928059316,3979.8754334992477,4114.601613565323,4064.25692994575,3728.068553319642,3327.0123860630547,3108.1399824235923,3009.1923402210846,2958.8871616166853,2967.916975889033,3032.0353361198,3128.0475774750626,3336.315624430462,3565.975080064623,3830.4795960936776,4129.986263000665,4267.306270292242,4271.362783606453,4171.828062097573,4056.1450115409066,231517.40679333993,229364.87082196184,226641.7918049563,226438.91756555476,227518.15621048197,233928.2338134558,241847.13928622846,238887.9906601447,219127.58496734343,195554.39469192844,182689.56118912002,176873.638664106,173916.81205502513,174447.56447169982,178216.29920081934,183859.68538714535,196101.2183693016,209600.0908171317,225147.07848150618,242751.41479192793,250822.77966495507,251061.21250309038,245210.7827610685,238411.19012279328,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
13,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,52.0,32.635,294127.6552740708,55788.54515916444,235147.17405573852,490587.8686963793,54935.556860425975,0.0,0.0,5190419.650807693,0.07890689204769356,47.931713982366965,88305.81636534826,0.000981635199991615,-0.0009999400042417506,0.0,0.0,1.5289667373560007,0.0,0.0,3932.2298335564274,3896.027160226041,3850.109708846736,3846.4294442262117,3864.633527776942,3973.2033031036726,4107.6820671828245,4062.3083050048267,3727.8072139281953,3326.979770785456,3108.135891530496,3009.1919966467544,2958.8871364514034,2967.9169582405243,3030.5488786240394,3120.4140501117936,3329.430908314337,3561.5891208221497,3818.9930783090867,4103.897207218133,4245.264829886448,4252.88828938425,4162.422124355134,4048.825560816401,231127.73132792782,228999.81863995283,226300.8928866581,226084.57511062955,227154.57068822248,233536.0608157603,241440.42372663488,238773.45481639486,219112.22401866838,195552.47763838954,182689.32073551472,176873.61846957033,173916.81057586585,174447.56343435968,178128.92853245744,183411.00361212651,195696.55005536496,209342.29387943525,224471.92649172296,241217.95806871032,249527.23277888127,249975.32278714087,244657.92264265177,237980.96907465288,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
14,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,56.0,32.635,294127.6552740708,55788.54515916444,234618.91381280636,489748.7701644189,55086.48828710322,0.0,0.0,5181541.988339552,0.08106632502427323,47.90597304288072,88154.77862959536,0.000981635199991615,-0.0009999673375773455,0.0,0.0,1.2584247717130097,0.0,0.0,3925.8454465544537,3889.972176544703,3844.248633712274,3840.606024913466,3858.7404033492585,3970.524952435133,4107.033112360941,4058.0711155332574,3722.0005658043465,3322.7649221670918,3105.0576660731813,3007.7569109050464,2957.3645548695217,2966.21513245947,3027.557448052571,3118.1047495998123,3326.0483809341686,3555.258174744484,3811.4987629858147,4086.915623812647,4226.942388010639,4232.468524676025,4152.185564691784,4041.597394405301,230752.47124747848,228643.92015468312,225956.3919148659,225742.28746435817,226808.18593019532,233378.63331535397,241402.27960432638,238524.4022352326,218770.92214561102,195304.73820293238,182508.38948363476,176789.2673187522,173827.31661399745,174347.5338967844,177953.09889109,183275.26805981115,195497.7326126861,208970.17493775912,224031.42729105515,240219.81833298784,248450.28036195866,248775.09439484635,244056.24041355037,237556.1135156005,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
15,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,60.0,32.635,294127.6552740708,55788.54515916444,234125.21155803313,488965.8319192832,55196.75242978112,0.0,0.0,5173258.501706016,0.08322871807524328,47.881712028639605,88013.849745471,0.000981635199991615,-0.0009998485273712276,0.0,0.0,1.060778207596087,0.0,0.0,3920.251278516359,3884.7575074815445,3839.0406816833674,3835.4990833010124,3853.6440591058627,3961.757105179825,4095.3581496634215,4047.88358606098,3714.9180196590564,3319.0549986764663,3103.4186342451726,3007.2361215826136,2957.3286583146255,2966.2151537695454,3027.557469328621,3118.093318804268,3325.096962721313,3553.200507078471,3806.523840205288,4076.2466339551106,4209.800597943595,4214.698142112151,4141.283392632635,4034.985843449709,230423.65848168376,228337.41349530415,225650.2800678335,225442.1127851373,226508.63414077793,232863.27873779196,240716.05124132775,237925.60189180655,218354.62582218234,195086.6771444279,182412.05083507736,176758.65647968918,173825.20669427078,174347.53514934328,177953.10014164893,183274.59618305083,195441.81036439716,208849.22980494573,223739.0123853997,239592.71881802814,247442.72403468465,247730.59079748087,243415.4349669626,237167.50124276624,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
16,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,64.0,32.635,294127.6552740708,55788.54515916444,233648.63695627483,488210.1582117781,55286.86537801538,0.0,0.0,5165263.473880612,0.08539255770909872,47.858208811567096,87877.82847812005,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.8992523101611027,0.0,0.0,3914.4965376503874,3879.1719259933757,3833.4785769737573,3829.99072668598,3848.1041101882756,3955.7378618316975,4088.8722978240257,4041.665544944826,3709.658686495928,3314.2887273396036,3100.8523713000873,3006.0655626216803,2952.2135911222813,2963.503160524926,3025.708450248186,3115.7626138095416,3324.4679519694323,3553.10677591155,3803.5239222373084,4068.8583880691053,4192.580304079559,4198.869359821936,4128.842530978745,4028.0084994978824,230085.407601895,228009.10542783287,225323.35191323532,225118.34382409818,226183.0082543998,232509.48098988534,240334.8272832122,237560.1192528681,218045.49390626067,194806.52630696108,182261.2116019718,176689.85362520767,173524.55441152077,174188.1302130762,177844.41890903228,183137.60252280525,195404.8385102033,208843.72049524556,223562.68387372623,239158.454143173,246430.5534286763,246800.21014953384,242684.18876530626,236757.38847048668,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
17,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,68.0,32.635,294127.6552740708,55788.54515916444,233165.90067089078,487444.48434701824,55384.231723895326,0.0,0.0,5157162.644391453,0.08755587003744593,47.834349994387644,87740.00718246328,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.7247248231973202,0.0,0.0,3908.651709600923,3873.7693033212977,3828.1347415049304,3824.6737211523414,3842.626288437069,3949.8038178446614,4082.452526675733,4035.9419072263477,3704.5003224352267,3310.692129078878,3098.3445498094507,3004.3629142722516,2950.370867693833,2962.5743869069483,3024.3713058283183,3112.8773738085847,3316.4867634485568,3548.269253272596,3798.6944847414406,4062.9192029990872,4179.1777615661285,4184.933095351612,4115.148874332373,4020.2298811547057,229741.86159765424,227691.5512729963,225009.25313956756,224805.8220543987,225861.03406480106,232160.6910710918,239957.48740127368,237223.69654697087,217742.29672980387,194595.12625363632,182113.80742768882,176589.7757388912,173416.2432233375,174133.53896375283,177765.82453146446,182968.01452719342,194935.72198492073,208559.38166457816,223278.82026980247,238809.3620429464,245642.78176316465,245981.0674934447,241879.3060579807,236300.17857009327,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
18,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,72.0,32.635,294127.6552740708,55788.54515916444,232701.85413661937,486707.9596557945,55459.608481016476,0.0,0.0,5149370.213158306,0.089720739228117,47.8113927500156,87607.43273804296,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.5896132928534144,0.0,0.0,3902.657041272675,3868.273170871023,3822.932076744153,3819.5054766044127,3837.4017380864702,3944.099873743367,4076.3170588941634,4030.6908603163233,3699.8400359514994,3307.6531702034126,3097.319991718922,3003.6196807163087,2950.289280374527,2962.5743838265935,3022.86299692547,3112.040498948404,3311.82732062283,3540.4317492188293,3788.682964194295,4052.8909261514864,4169.519002270921,4173.612201939343,4101.344515308384,4011.046723139186,229389.50831480505,227368.50082119682,224703.45206640635,224502.0441248594,225553.94660530475,231825.42591224902,239596.85823944586,236915.0516785928,217468.3754464826,194416.50300417838,182053.5861799233,176546.09012210302,173411.44770201386,174133.5387826964,177677.16948595262,182918.82488263395,194661.85028994194,208098.71059297345,222690.36533986466,238219.922214904,245075.06135570197,245315.6505362125,241067.9165109039,235760.4129489588,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
19,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,76.0,32.635,294127.6552740708,55788.54515916444,232248.32905431688,485987.49616807076,55522.609037359696,0.0,0.0,5141747.709458189,0.09188647232649697,47.788951544135536,87477.74931025271,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.4766858878395652,0.0,0.0,3895.5545063447207,3862.063348162741,3816.956290052821,3813.64184317365,3831.4551280885,3937.7773640838454,4069.4964316343517,4024.490776862932,3694.355860035198,3303.690931621097,3094.7360530709534,3001.81338914013,2948.383715005352,2961.2720214378182,3022.289982971006,3110.0676591735623,3308.096124752797,3536.18848580836,3786.5472084507674,4046.9488213324294,4160.9333610951435,4163.524029502077,4088.020315292675,3999.4456631598196,228972.03709515085,227003.50124200998,224352.2086042158,224157.39278209567,225204.41808431293,231453.80284448384,239195.95692606355,236550.62455116567,217146.02777317996,194183.61142528444,181901.70800828157,176439.9203172365,173299.44280420346,174056.9888156229,177643.48899907357,182802.86574475715,194442.53888824774,207849.3009991803,222564.830363384,237870.6584983172,244570.41644659228,244722.690178511,240284.7496433139,235078.528423505,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
20,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,80.0,32.635,294127.6552740708,55788.54515916444,231812.50461578663,485295.50697220606,55564.78357515078,0.0,0.0,5134426.46376594,0.09405371110837898,47.76728844288745,87353.19125499707,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.4010887600228017,0.0,0.0,3887.6831942057015,3855.621940930877,3810.8720570564,3807.6357475913414,3825.330283790064,3931.210398716167,4062.5351545948083,4018.157613669572,3688.728848963132,3299.830115393137,3092.864755931193,3000.207170652595,2946.021761536181,2960.418009012044,3020.7278381898977,3106.7401869041137,3306.907469791475,3535.9987959723708,3781.9969923152903,4040.577883278292,4153.0587620678725,4155.134333127863,4077.1556954866837,3987.776245820015,228509.37885942403,226624.88963915934,223994.590909204,223804.36783064663,224844.413347216,231067.81121342804,238786.78853118376,236178.37529235598,216815.284566833,193956.6812269966,181791.7173208446,176345.5103639136,173160.6124280711,174006.79186304123,177551.6696002729,182607.2843191418,194372.6723910767,207838.1514521538,222297.3787705321,237496.18891713518,244107.5650148783,244229.5624694044,239646.15143471732,234392.6260043098,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
21,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,84.0,32.635,294127.6552740708,55788.54515916444,231389.764838779,484626.7483350996,55591.554906785736,0.0,0.0,5127350.997385354,0.09622214140216938,47.74597473905473,87232.8147003179,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.3531016121977899,0.0,0.0,3879.226488254202,3849.1916391317654,3804.8251309746183,3801.7869671930202,3819.548479991276,3925.198772804251,4056.292648900859,4013.238872915113,3684.170207960914,3295.2480627340656,3090.8319764143675,3000.0065812398107,2945.9783757369314,2960.4180123237593,3020.574393813912,3105.6282214974644,3301.199636500707,3529.6833818762448,3776.1728092445533,4033.4878057856,4145.351656851432,4147.652581517004,4068.6115781497015,3978.4904185063497,228012.3124762748,226246.93078896706,223639.16603173033,223460.58951612306,224504.5717683761,230714.46120149433,238419.8679187283,235889.2626413439,216547.33777903597,193687.35835403565,181672.23505813337,176333.72016398446,173158.06230720403,174006.7920576965,177542.65048083992,182541.92546357313,194037.17863431934,207466.94544583705,221955.04623226318,237079.44991784252,243654.55849715645,243789.80173583282,239143.94720457695,233846.8257099843,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
22,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,88.0,32.635,294127.6552740708,55788.54515916444,230984.91755019658,483986.9387375354,55597.27827461665,0.0,0.0,5120581.811843124,0.0983920996745014,47.7254444412722,87117.64897275635,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.34284257458607215,0.0,0.0,3870.877107872689,3842.450246759734,3798.5047315231086,3795.693164434334,3813.420513686112,3918.8073157235976,4049.6242763517776,4007.1195172307844,3678.0149061772445,3291.07192759495,3090.15961394746,2999.9256970684683,2945.96881995294,2960.417432720502,3020.5670536197176,3105.6281607801334,3298.149391624305,3525.4456322607966,3770.3986860715577,4026.1087078300397,4137.640098029893,4140.22470558347,4061.456153016665,3969.975112896082,227521.55445162806,225850.68672621105,223267.6669973027,223102.4093317514,224144.38352666143,230338.78555753146,238027.91579889896,235529.58051278724,216185.5428186403,193441.89441085872,181632.71508646736,176328.9659721355,173157.50063945612,174006.75798990508,177542.21904053676,182541.92189474337,193857.89201880633,207217.8599406624,221615.65610353934,236645.72293801015,243201.2902064237,243353.20769485057,238723.36721620182,233346.31496911414,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
23,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,92.0,32.635,294127.6552740708,55788.54515916444,230589.09280948606,483360.9340896648,55592.384361081364,0.0,0.0,5113958.682668653,0.1005627999265379,47.705363952046476,87004.96813613965,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.35161482975300373,0.0,0.0,3863.5543472832624,3836.140562789979,3792.569915774244,3789.9020474950603,3807.48494014086,3912.409548941414,4043.208549966348,4000.6046958603947,3673.350452287125,3288.182542320983,3085.9494625098487,2995.7598047014403,2943.5048071912565,2960.298119394608,3020.5670150840233,3105.621101734051,3297.3569153355666,3522.108970565955,3765.5376412915334,4020.124675384239,4130.364947425253,4132.901933193561,4054.388512834807,3963.0766266338483,227091.13885698287,225479.81752398878,222918.83171606387,222762.02034720965,223795.50370383498,229962.73904333418,237650.81365913316,235146.6537900165,215911.37658443215,193272.0627653111,181385.25174085665,176084.10407634018,173012.67144490828,173999.74501774966,177542.21677549422,182541.50697970143,193811.3120236128,207021.7383810434,221329.93469369126,236293.9948086958,242773.67302088437,242922.79140659928,238307.94703217922,232940.83727658953,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
24,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,96.0,32.635,294127.6552740708,55788.54515916444,230188.16518814958,482725.6531591458,55593.49573880664,0.0,0.0,5107237.410423762,0.10273302770985905,47.685090626882584,86890.61756864622,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.34962270444823673,0.0,0.0,3857.625119513078,3830.4463409774694,3786.8832142588017,3784.483385871602,3801.9988342017227,3906.4077427788043,4037.3633291493384,3999.2063775003126,3672.4152238410948,3283.6811155597834,3082.3485315944117,2993.0156392764106,2940.4085110232622,2958.23375848907,3016.8786526744843,3102.6164081235997,3293.5563062215115,3518.0871505145906,3759.4476129393756,4012.2967540879135,4122.475136838608,4125.8321182079335,4047.855120299078,3957.055184703975,226742.63202471315,225145.12381967573,222584.5800381007,222443.52345845304,223473.04258807903,229609.96621444306,237307.2445688889,235064.46374418505,215856.40593465988,193007.47890345837,181173.597023716,175922.80813080232,172830.67803681176,173878.4064711909,177325.42302942247,182364.89776637603,193587.92066568663,206785.3447358021,220971.97636054776,235833.88699027846,242309.92748751375,242507.24339244413,237923.92873757918,232586.91030093367,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
25,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,30.0,100.0,32.635,294127.6552740708,55788.54515916444,229795.75520282486,482101.54838451906,55584.58330332453,0.0,0.0,5100634.381908212,0.10490388917999646,47.665425670763916,86778.27870921341,0.000981635199991615,-0.0009998485273712276,0.0,0.0,0.36559809053633785,0.0,0.0,3852.6974164727744,3825.6680163539063,3782.1789619881383,3779.8799900491754,3797.3165890878786,3901.3106376414094,4031.446035670929,3990.5451250283277,3663.9671232589903,3279.2364874282844,3078.568079642072,2988.185546447346,2936.9002590609225,2954.542036522148,3013.7774197456856,3101.2216485287454,3293.1025151358554,3515.9286495230363,3755.5907096767355,4006.5635920761824,4116.044582986244,4119.62023224361,4042.1730211228046,3951.8140335222206,226452.99259045534,224864.26451680184,222308.07454352506,222172.94608177932,223197.83062527643,229310.36970136728,236959.4392077691,234555.37457110948,215359.84535600065,192746.23353884023,180951.3904589618,175638.90600784952,172624.47078258087,173661.41525780177,177143.1394494964,182282.91689685622,193561.24783409637,206658.47284418737,220745.2761576659,235496.90446758896,241931.95382219148,242142.1225396522,237589.9475748849,232278.84708147275,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
26,sCO2,-0.00560220451859883,1.05458279104392,50.0415838063073,53.1,50.0,962.0,0.0,8.0,0.0,40.0,0.0,32.635,294127.6552740708,55788.54515916444,253805.74971528066,520801.66366478126,40321.90554855488,0.0,0.0,5510081.601573385,0.05184940719646268,48.733667233184,93744.29945966061,0.0008539472999942177,-0.0009605946000021959,0.0,0.0,27.723683359161484,0.0,0.0,4009.198739462013,3971.0448414684665,3923.6910575456486,3920.054329992744,3939.6701080333214,4054.281096048105,4191.645668047557,4134.762085861673,3836.1148577865847,3556.7121694325874,3418.4577365112345,3360.1871898643885,3349.348579309738,3380.9554038854058,3441.4645489573372,3534.8507599410996,3800.1988849989757,4037.549651267438,4260.80629998527,4409.560882461067,4446.017422737944,4379.559724371532,4255.911957042715,4132.255464647789,235651.79257504502,233409.19123742433,230625.841049072,230412.0822851291,231565.05412773637,238301.6333121609,246375.61759968416,243032.12704675834,225478.30664101144,209055.6375144265,200929.34917938258,197504.33593758463,196867.2664949835,198725.0454061533,202281.63848871464,207770.67244542687,223367.24557382867,237318.19616894162,250440.72585468972,259184.1896468783,261327.02406981916,257420.7882436156,250153.04725284403,242884.79342207566,10947.632366666665,10800.227533333335,10648.626566666666,10626.08885,10697.2701,11111.279633333335,11683.524433333332,12053.196483333333,12471.831483333332,12853.000316666668,13134.73005,13290.35265,13385.434966666668,13475.70755,13516.244316666667,13481.8024,13352.75645,13097.606433333332,12831.771966720833,12653.727199883331,12522.329174133334,12269.870733333333,11832.095366666666,11390.54825
