,sheetname,Eff_A,Eff_B,Eff_C,maxEfficiency,rampRate,minRange,cost_install,cost_OM_fix,cost_OM_var,co2CaptureEff,solarCapacity_MW,battSize_MW,demand_MWh,solar_MWh,powerOutput_MWh,heatInput_MWh,solarUsed_MWh,loadShed_MWh,gridUsed_MWh,fuelCost_dollars,LCOE,efficiency_pct,emissions_tons,deficit_max,deficit_min,deficit_pct_time,deficit_pct_energy,solarCurtail_pct,loadShed_pct_energy,loadShed_pct_time,emissions_hr00,emissions_hr01,emissions_hr02,emissions_hr03,emissions_hr04,emissions_hr05,emissions_hr06,emissions_hr07,emissions_hr08,emissions_hr09,emissions_hr10,emissions_hr11,emissions_hr12,emissions_hr13,emissions_hr14,emissions_hr15,emissions_hr16,emissions_hr17,emissions_hr18,emissions_hr19,emissions_hr20,emissions_hr21,emissions_hr22,emissions_hr23,costs_hr00,costs_hr01,costs_hr02,costs_hr03,costs_hr04,costs_hr05,costs_hr06,costs_hr07,costs_hr08,costs_hr09,costs_hr10,costs_hr11,costs_hr12,costs_hr13,costs_hr14,costs_hr15,costs_hr16,costs_hr17,costs_hr18,costs_hr19,costs_hr20,costs_hr21,costs_hr22,costs_hr23,demand_hr00,demand_hr01,demand_hr02,demand_hr03,demand_hr04,demand_hr05,demand_hr06,demand_hr07,demand_hr08,demand_hr09,demand_hr10,demand_hr11,demand_hr12,demand_hr13,demand_hr14,demand_hr15,demand_hr16,demand_hr17,demand_hr18,demand_hr19,demand_hr20,demand_hr21,demand_hr22,demand_hr23
228,sCO2,-0.0056022045186,1.05458279104,50.0415838063,50.1584464296,34.1486840775,58.6645560921,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,279135.630811,592517.048363,20857.9066821,5865.88166733,0.0,6268830.37168,0.0551180145567,47.1101433422,106653.068705,0.000991566361066,-0.00098723661894,0.0,0.0,62.6125638828,2.10144496792,30.7058462161,4418.689969,4404.63692755,4365.67522129,4365.87326065,4371.89108564,4429.70015862,4504.50133422,4487.97731212,4408.17157035,4342.76567316,4311.95236983,4300.60008945,4294.30659817,4303.26967807,4329.05316208,4358.78040585,4427.41714856,4495.28836714,4579.24062993,4687.66221252,4729.20606527,4672.52353529,4573.52681486,4490.35911567,259720.777067,258894.77052,256604.688007,256616.32832,256970.042701,260367.931546,264764.578422,263793.333124,259102.528968,255258.115678,253446.978182,252779.716369,252409.798937,252936.628856,254452.124749,256199.426077,260233.741288,264223.060691,269157.588137,275530.367825,277972.22317,274640.550019,268821.742785,263933.330243,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
229,sCO2,-0.0056022045186,1.05458279104,50.0415838063,53.9031346716,49.3295447917,45.2949495842,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,258357.921003,520112.25682,35769.7342625,0.0,0.0,5502787.67715,0.0519484235431,49.6734921386,93620.2062276,0.000952699572295,-0.000802994827716,0.0,0.0,35.883371469,0.0,0.0,3949.46331716,3911.87789665,3865.22966475,3861.64712295,3880.97063392,3993.87396506,4129.21140464,4076.32420862,3829.41381511,3625.28147705,3525.00221101,3486.85986341,3478.4638873,3504.05980491,3552.50003016,3622.20815548,3822.94575848,4004.42424384,4199.32172768,4343.86022789,4379.77358062,4314.30607479,4192.50060865,4070.68654744,232140.677197,229931.489703,227189.610295,226979.036449,228114.829482,234751.036391,242705.870339,239597.278485,225084.434244,213085.98904,207191.796625,204949.874194,204456.377376,205960.848533,208808.057328,212905.346027,224704.256248,235371.158333,246826.799327,255322.451173,257433.358239,253585.323729,246425.869108,239265.909289,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
230,sCO2,-0.0056022045186,1.05458279104,50.0415838063,49.6846626359,72.1903117542,41.9539754397,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,255403.30742,559320.625686,38724.3478611,0.0,0.0,5917612.21976,0.0532784162416,45.6631305357,100677.712624,0.000974183581313,-0.000766238118672,0.0,0.0,30.5872778173,0.0,0.0,4284.79216263,4244.0155552,4193.40665916,4189.51994196,4210.48411397,4332.9734928,4479.78054323,4419.74333741,4117.13635102,3847.51684332,3714.40361174,3660.06354628,3649.81567874,3681.7020941,3741.99835321,3832.04486106,4090.83649996,4323.65119641,4554.13037079,4712.67530937,4751.63788224,4680.61186343,4548.46451459,4416.30784093,251850.561559,249453.803189,246479.124744,246250.672144,247482.899588,254682.553077,263311.545263,259782.691721,241996.125521,226148.490013,218324.390068,215130.401776,214528.054895,216402.267531,219946.34765,225239.081278,240450.27872,254134.609211,267681.662905,277000.582073,279290.715523,275115.963973,267348.636469,259580.760872,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
231,sCO2,-0.0056022045186,1.05458279104,50.0415838063,52.0126580602,97.9105916316,37.6074908223,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,251968.368117,-2328522.08027,42159.2872009,0.0,0.0,-24635763.6092,-0.0506929539953,0.0,-419133.974448,0.000941253538571,-0.000981808261436,0.0,0.0,24.4302086018,0.0,0.0,4093.01237439,4054.06085646,4005.71712591,4002.00437135,4022.03022377,4139.03719266,4279.27341679,3829.71482337,-10382.6126781,-43176.3822051,-61492.5168839,-71377.4649068,-73463.8829745,-72197.9960902,-67155.0107636,-53356.4335762,-23352.9299044,-1951.61252546,4272.6698218,4501.74422133,4538.96289773,4471.11587904,4344.88321396,4218.6416414,240578.171784,238288.688118,235447.151067,235228.923605,236405.998708,243283.408324,251526.181942,225102.12684,-610266.900746,-2537811.7985,-3614393.4924,-4195408.77063,-4318043.78817,-4243637.77019,-3947222.29933,-3136172.59576,-1372633.32438,-114711.44733,251138.037304,264602.521454,266790.152544,262802.255557,255382.58002,247962.380923,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
232,sCO2,-0.0056022045186,1.05458279104,50.0415838063,57.9679405173,52.9313892295,41.8255774825,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,255295.601647,479240.782415,38832.0536416,0.0,0.0,5070367.47795,0.0503949526408,53.2708423437,86263.3408346,0.000994287906188,-0.000836477093799,0.0,0.0,30.394217073,0.0,0.0,3672.52055473,3637.57068477,3594.19350242,3590.86217425,3608.83068934,3713.8170561,3839.64624217,3788.13541467,3527.76045725,3295.05223592,3180.14853179,3133.13270603,3124.27900135,3151.73390197,3203.66643165,3281.36024182,3504.54464879,3705.28960076,3903.3392364,4039.26171551,4072.6567658,4011.77994748,3898.51567784,3785.24341584,215862.597051,213808.32136,211258.706975,211062.898909,212119.048296,218289.913631,225685.873567,222658.181596,207353.920209,193675.848089,186922.063702,184158.577943,183638.176857,185251.914905,188304.393594,192871.063103,205989.346579,217788.688756,229429.606228,237418.827501,239381.714345,235803.510246,229146.088175,222488.196331,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
233,sCO2,-0.0056022045186,1.05458279104,50.0415838063,56.1598418583,90.8662649133,27.695777352,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,245642.655123,479379.547052,48485.0001479,0.0,0.0,5071835.60781,0.0501373929011,51.2417888151,86288.3184694,0.000957099689991,-0.000522615310004,0.0,0.0,13.0914778123,0.0,0.0,3790.75948259,3754.6843813,3709.91064543,3706.47206322,3725.01908507,3833.38554876,3963.2658784,3908.28795895,3575.89312489,3163.12776961,2930.19955807,2822.73132876,2797.1778942,2833.59561211,2920.50939511,3090.58512781,3489.70358882,3799.40690815,4028.43302032,4169.30808761,4203.7783109,4140.94152813,4024.03064968,3907.11152154,222812.418477,220692.00419,218060.303492,217858.191271,218948.344,225317.883921,232951.961075,229720.481142,210183.051452,185921.621125,172230.618469,165913.874768,164411.90067,166552.453201,171661.052224,181657.725846,205117.022054,223320.694934,236782.340861,245062.66426,247088.747385,243395.340931,236523.579298,229651.332766,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
234,sCO2,-0.0056022045186,1.05458279104,50.0415838063,55.1277236778,103.257347154,16.2179446691,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,240895.290072,479255.289366,53232.3652248,0.0,0.0,5070520.9615,0.0500037993201,50.2645031607,86265.952086,0.000974447737512,-0.00098273646249,0.0,0.0,4.58190821628,0.0,0.0,3861.73124632,3824.9807359,3779.36873239,3775.86577199,3794.76003688,3905.15537079,4037.46735987,3981.41765012,3632.06292612,3122.66623211,2770.71917709,2584.76109554,2534.93260799,2577.04424131,2726.06726061,3026.01642707,3529.29826771,3869.83151096,4103.85458105,4247.36715463,4282.48274003,4218.4695077,4099.36978787,3980.2616639,226983.981034,224823.867699,222142.895493,221936.999264,223047.562167,229536.354572,237313.359264,234018.881879,213484.587547,183543.381865,162856.716076,151926.513283,148997.705514,151472.933739,160232.175652,177862.521102,207444.309291,227460.096588,241215.452597,249650.802755,251714.818831,247952.263286,240951.84642,233950.935578,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
235,sCO2,-0.0056022045186,1.05458279104,50.0415838063,51.8956932988,67.1414437868,25.8730049426,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,244701.247769,516991.183465,49426.4074882,0.0,0.0,5469766.72106,0.0514647072403,47.3318028616,93058.4130237,0.000931731551908,-0.000819245648096,0.0,0.0,11.4040214757,0.0,0.0,4102.23738297,4063.19807441,4014.74538467,4011.02426215,4031.0952497,4148.36593396,4288.91822857,4229.38517021,3866.24132745,3400.08272913,3128.04419443,3002.08393255,2971.19583471,3010.9881933,3111.53275055,3315.05742756,3768.48608964,4111.18862592,4359.44000315,4511.89044745,4549.19300891,4481.19307367,4354.67589994,4228.14979866,241120.397288,238825.753485,235977.812055,235759.092742,236938.820788,243831.731007,252093.082546,248593.861671,227249.07358,199849.307079,183859.486539,176455.822258,174640.288507,176979.194917,182888.98056,194851.708798,221503.237935,241646.531457,256238.195741,265198.894078,267391.455746,263394.570664,255958.172341,248521.249277,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
236,sCO2,-0.0056022045186,1.05458279104,50.0415838063,44.2808647588,50.8127100895,52.2339783172,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,265939.04855,647097.763579,28591.4138431,402.807553106,0.0,6846294.33866,0.0567223904133,41.0971979071,116477.597444,0.000777997136069,-0.000969123263925,0.0,0.0,48.7503863714,0.151466118008,7.15633472034,4819.97481534,4783.66575299,4732.47504216,4727.94033642,4744.56632934,4867.35235143,5028.47660767,4985.10934455,4793.2554832,4646.37665508,4577.32427101,4553.09937576,4544.14701269,4564.95913039,4607.62396113,4662.61320323,4814.55758354,4958.65758673,5127.13853431,5288.22689851,5332.21342927,5252.95809531,5105.77112589,4959.11451821,283307.408591,281173.242593,278164.366367,277897.826441,278875.065358,286092.154878,295562.680606,293013.649252,281736.905624,273103.694504,269044.948819,267621.063309,267094.863302,268318.153331,270825.897271,274058.042723,282988.995744,291458.873709,301361.809405,310830.225479,313415.656009,308757.203602,300105.880621,291485.731126,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
237,sCO2,-0.0056022045186,1.05458279104,50.0415838063,57.03426112,46.6681906807,42.1637777453,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,255580.176286,487505.428231,38547.4790391,0.0,0.0,5157807.43068,0.0506999785308,52.4261190718,87750.9770815,0.000960015358842,-0.000953699241158,0.0,0.0,30.9043121144,0.0,0.0,3732.64155413,3697.1195373,3653.03224876,3649.64638509,3667.90905376,3774.61409989,3902.5031727,3850.2928504,3588.3766082,3356.1796662,3241.57010352,3194.96535632,3186.14446804,3213.71638545,3265.82015992,3343.41671109,3566.58046338,3767.40384269,3967.32889991,4105.38645125,4139.32819522,4077.45479292,3962.3363305,3847.20974488,219396.375793,217308.470581,214717.117733,214518.10419,215591.543271,221863.42876,229380.464262,226311.65754,210916.80286,197268.782602,190532.287196,187792.963721,187274.491511,188895.107545,191957.651622,196518.604463,209635.673903,221439.625865,233190.77645,241305.492523,243300.512808,239663.731717,232897.324315,226130.439449,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
238,sCO2,-0.0056022045186,1.05458279104,50.0415838063,51.7068011356,32.5490454122,15.8804522135,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,240797.177515,510735.28747,53330.4777354,0.0,0.0,5403579.34143,0.0511334907093,47.1471588947,91932.3517446,0.000428995615266,-0.000850453484738,0.0,0.0,4.40604324188,0.0,0.0,4117.22342883,4078.04150423,4029.41181005,4025.67709375,4045.82140342,4163.52049386,4304.58624562,4244.82828644,3872.27218343,3327.4713699,2948.89061994,2747.762152,2693.46456401,2738.98551438,2900.57492478,3224.05439247,3762.61218842,4125.85960706,4375.36564609,4528.37301315,4565.81184607,4497.56349758,4370.58413895,4243.59582016,242001.243761,239698.217304,236839.871946,236620.353622,237804.391379,244722.482362,253014.01377,249501.573725,227603.553893,195581.372742,173329.23755,161507.353156,158315.861596,160991.481901,170489.348356,189502.752624,221157.983075,242508.859126,257174.269643,266167.702662,268368.274064,264356.787802,256893.223278,249429.132096,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
239,sCO2,-0.0056022045186,1.05458279104,50.0415838063,46.359100743,54.9772656976,45.881892601,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,258908.52087,605730.0265,35219.1344524,0.0,0.0,6408623.68037,0.0550431369638,42.7432205013,109031.40477,0.000819075151313,-0.000689139238684,0.0,0.0,36.8703120831,0.0,0.0,4592.16097063,4548.45926048,4494.21994423,4490.05441405,4512.52244724,4643.79857999,4801.17765085,4740.5135751,4460.83885255,4232.23668177,4120.21636707,4078.13401168,4068.48266346,4097.35215987,4152.28377379,4230.7756545,4456.51841149,4660.95535453,4883.2365296,5050.73823922,5092.49578537,5016.37472765,4874.74781212,4733.11090284,269917.017051,267348.327644,264160.261166,263915.420559,265236.041621,272952.160979,282202.553033,278636.85347,262198.194778,248761.467184,242177.16202,239703.654686,239136.369885,240833.25473,244062.012926,248675.591248,261944.248853,273960.598061,287025.791573,296871.169839,299325.585607,294851.358992,286526.843624,278201.740845,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
240,sCO2,-0.0056022045186,1.05458279104,50.0415838063,56.6837819845,55.6827404154,33.2635586202,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,248940.481515,480371.681393,45187.1737715,0.0,0.0,5082332.38914,0.0502627785688,51.8224722975,86466.9026508,0.00097654193776,-0.000870200662241,0.0,0.0,19.0027744179,0.0,0.0,3755.72069492,3719.97904338,3675.61916057,3672.2123619,3690.58794972,3797.95275938,3926.6325778,3872.42817585,3558.14915405,3211.0266513,3031.20376056,2949.64804136,2933.07519207,2966.32801704,3037.00271649,3162.68825374,3491.42434831,3767.83533835,3991.19736612,4130.77029551,4164.92190327,4102.66593411,3986.83568751,3870.99726749,220752.916401,218652.10155,216044.726216,215844.482161,216924.558378,223235.223301,230798.737073,227612.72278,209140.100277,188737.010949,178167.421037,173373.757098,172399.641845,174354.169001,178508.27078,185895.787359,205218.164473,221464.988221,234593.711853,242797.498481,244804.854092,241145.586571,234337.342077,227528.617167,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
241,sCO2,-0.0056022045186,1.05458279104,50.0415838063,54.3103600466,78.8739849703,37.521708881,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,251904.78074,506188.781327,42222.874511,0.0,0.0,5355477.30644,0.0512720658826,49.7649869045,91113.9806389,0.000797591546579,-0.000847545353423,0.0,0.0,24.3162294507,0.0,0.0,3919.84978341,3882.54618274,3836.24772469,3832.6920452,3851.87066624,3963.92743512,4098.23070188,4042.11188179,3734.32753848,3427.52515054,3274.13448517,3207.60249073,3195.01533808,3227.35709055,3291.64065572,3396.06618568,3685.62870508,3940.14194881,4165.6559093,4311.28946039,4346.93353063,4281.95690775,4161.06475312,4040.16406786,230400.059491,228207.436741,225486.116262,225277.121323,226404.398049,232990.845909,240884.893477,237586.353941,219495.474206,201462.311626,192446.349184,188535.7464,187795.901538,189696.877878,193475.322986,199613.22358,216633.064999,231592.78788,244847.997335,253408.013838,255503.093078,251683.911578,244578.139378,237471.865766,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
242,sCO2,-0.0056022045186,1.05458279104,50.0415838063,56.4856417092,87.5204638865,55.0553394896,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,270842.731964,514294.79165,25248.5328352,1963.60950558,0.0,5441238.89566,0.0520787401098,52.6629350251,92573.062497,0.00096389594918,-0.00092082665082,0.0,0.0,54.7424426229,0.724999888807,17.5531478524,3827.54674114,3809.11499739,3772.56527174,3770.24855396,3777.54814235,3845.77600499,3951.9584433,3930.6970737,3818.41933373,3730.2182677,3689.55330861,3675.22102999,3668.87764831,3681.31590991,3710.07268141,3745.41796224,3837.28734426,3926.47232406,4032.22269539,4147.63972903,4182.37496968,4122.01713405,4010.94808537,3909.54884467,224974.691785,223891.314846,221743.003194,221606.831672,222035.885256,226046.167404,232287.335167,231037.639109,224438.20306,219253.940402,216863.744473,216021.324985,215648.475106,216379.568482,218069.827607,220147.34467,225547.222791,230789.317714,237005.08954,243789.046295,245830.706551,242283.007101,235754.61524,229794.593203,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
243,sCO2,-0.0056022045186,1.05458279104,50.0415838063,48.7631633994,31.3233229977,46.2488455891,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,259257.866666,-3956806.83105,34869.788621,0.0,0.0,-41863016.2725,-0.109065352398,0.0,-712225.229589,0.000993150726423,-0.000959220773581,0.0,0.0,37.4965084293,0.0,0.0,4365.76379022,4324.21660906,4272.65133415,4268.69116792,4290.05150923,4414.85562446,4469.77255045,48.4546812152,-35243.0134033,-74922.3388081,-95681.3647149,-105672.452799,-106002.16433,-102215.756979,-95781.9933824,-83986.0559307,-49008.1689045,-19346.6182379,1633.82896934,4801.73283552,4841.4317015,4769.06347235,4634.41887615,4499.76477891,256609.893892,254167.84291,251136.95064,250904.18087,252159.694265,259495.402815,262723.297688,2848.05848476,-2071506.01004,-4403768.58105,-5623937.99269,-6211191.94784,-6230571.65895,-6008015.04907,-5629852.72214,-4936513.73193,-2880591.26116,-1137151.22754,96032.8360869,282235.185554,284568.596677,280314.952986,272400.842832,264486.174227,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
244,sCO2,-0.0056022045186,1.05458279104,50.0415838063,54.1136972365,107.11850192,15.5751847048,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,240710.345352,487824.678535,53417.3099245,0.0,0.0,5161185.0989,0.050307016573,49.3436178905,87808.4421362,0.000745160750292,-0.000980272749704,0.0,0.0,4.25039804829,0.0,0.0,3934.09550516,3896.6563338,3850.18961549,3846.62101377,3865.86933475,3978.33334616,4113.12470483,4056.02469006,3699.97069846,3177.97547451,2813.37821525,2618.67259465,2565.7869882,2609.83189027,2766.62327054,3078.83776292,3595.10526878,3942.34755913,4180.75594372,4326.95777255,4362.73138233,4297.51861803,4176.18711084,4054.84704203,231237.391359,229036.800065,226305.589622,226095.835143,227227.208676,233837.593347,241760.329873,238404.117894,217476.055498,186794.336224,165364.119541,153919.755841,150811.257418,153400.118884,162615.96779,180967.241843,211312.298576,231722.428753,245735.543803,254328.962409,256431.655695,252598.594326,245466.997959,238334.898359,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
245,sCO2,-0.0056022045186,1.05458279104,50.0415838063,46.033310922,102.772832687,56.5516011567,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,274023.375551,636647.022644,23425.0702339,3320.7900748,0.0,6735725.49957,0.0565663553644,43.0416487951,114596.464076,0.00097139338019,-0.000884010119812,0.0,0.0,58.0109677228,1.21186379378,22.9094287715,4742.25517298,4723.14977708,4679.15512537,4677.58077946,4685.38570274,4757.62426053,4866.60708751,4847.15078144,4731.47317001,4639.20110586,4596.65453783,4581.33229583,4574.06934885,4587.01554285,4619.17298939,4657.58324994,4753.97774923,4848.23720404,4961.70828591,5094.0851344,5137.17972019,5066.39545605,4938.31486341,4831.15473502,278739.220723,277616.248009,275030.340146,274937.803593,275396.559639,279642.581536,286048.349921,284904.751487,278105.478548,272681.931667,270181.138946,269280.53161,268853.631727,269614.580241,271504.723487,273762.393247,279428.247705,284968.608993,291638.187027,299419.004011,301952.007998,297791.46625,290263.173638,283964.539425,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
246,sCO2,-0.0056022045186,1.05458279104,50.0415838063,47.8887957148,68.7794380564,24.7009048764,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,244131.553899,559055.38998,49996.1014189,0.0,0.0,5914806.02599,0.052962294244,43.6685806585,100629.970196,0.000906236002365,-8.1239597634e-05,0.0,0.0,10.3828549817,0.0,0.0,4445.47518658,4403.1694248,4350.66265597,4346.63018386,4368.38052856,4495.46335394,4647.77578244,4583.25353114,4187.75454592,3669.86971932,3361.00170649,3217.0797065,3181.47478019,3224.61636349,3338.81721663,3573.87548922,4079.14052649,4455.00236104,4724.19817582,4889.40428265,4929.82798218,4856.13843266,4719.03545591,4581.92280465,261295.152634,258808.513969,255722.282779,255485.263029,256763.699956,264233.346026,273185.932101,269393.457553,246146.906088,215706.786836,197552.211415,189092.796082,187000.017635,189535.784032,196248.256399,210064.459311,239762.81539,261855.138777,277677.870557,287388.318391,289764.333619,285433.025653,277374.417353,269315.240407,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
247,sCO2,-0.0056022045186,1.05458279104,50.0415838063,48.9620864961,38.0882738048,41.7165262208,962.0,0.0,8.0,0.0,32.635,0.0,294127.655274,55788.5451592,255204.425273,567233.382682,38923.2300022,0.0,0.0,6001329.18878,0.0535576348407,44.9910800501,102102.008883,0.000790715580237,-0.000858989519756,0.0,0.0,30.2307850274,0.0,0.0,4348.02657118,4306.64818785,4255.29241227,4251.3483354,4272.62189395,4396.91895519,4545.89256508,4484.85513086,4175.58227938,3898.44407701,3761.59003896,3705.48278661,3694.92806822,3727.55864719,3789.29475109,3881.80051235,4147.41682893,4386.29048559,4621.26901971,4782.22436206,4821.76193954,4749.68772793,4615.59016561,4481.48314084,255567.339573,253135.210153,250116.631788,249884.807714,251135.220211,258441.125255,267197.462992,263609.818247,245431.44731,229141.879638,221097.903401,217800.043791,217179.660899,219097.613818,222726.324814,228163.607892,243775.944723,257816.407431,271627.923492,281088.520836,283412.45178,279176.089786,271294.133067,263411.620167,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
