,sheetname,Eff_A,Eff_B,Eff_C,maxEfficiency,minRange,cost_install,cost_OM_fix,cost_OM_var,co2CaptureEff,solarCapacity_MW,battSize_MW,rampRate,demand_MWh,solar_MWh,powerOutput_MWh,heatInput_MWh,solarUsed_MWh,loadShed_MWh,gridUsed_MWh,fuelCost_dollars,LCOE,efficiency_pct,emissions_tons,deficit_max,deficit_min,deficit_pct_time,deficit_pct_energy,solarCurtail_pct,loadShed_pct_energy,loadShed_pct_time,emissions_hr00,emissions_hr01,emissions_hr02,emissions_hr03,emissions_hr04,emissions_hr05,emissions_hr06,emissions_hr07,emissions_hr08,emissions_hr09,emissions_hr10,emissions_hr11,emissions_hr12,emissions_hr13,emissions_hr14,emissions_hr15,emissions_hr16,emissions_hr17,emissions_hr18,emissions_hr19,emissions_hr20,emissions_hr21,emissions_hr22,emissions_hr23,costs_hr00,costs_hr01,costs_hr02,costs_hr03,costs_hr04,costs_hr05,costs_hr06,costs_hr07,costs_hr08,costs_hr09,costs_hr10,costs_hr11,costs_hr12,costs_hr13,costs_hr14,costs_hr15,costs_hr16,costs_hr17,costs_hr18,costs_hr19,costs_hr20,costs_hr21,costs_hr22,costs_hr23,demand_hr00,demand_hr01,demand_hr02,demand_hr03,demand_hr04,demand_hr05,demand_hr06,demand_hr07,demand_hr08,demand_hr09,demand_hr10,demand_hr11,demand_hr12,demand_hr13,demand_hr14,demand_hr15,demand_hr16,demand_hr17,demand_hr18,demand_hr19,demand_hr20,demand_hr21,demand_hr22,demand_hr23
82,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,21.5,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
83,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,21.75,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
84,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,22.0,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
85,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,22.25,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
86,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,22.5,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
87,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,22.75,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
88,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,23.0,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
89,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,23.25,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
90,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,23.5,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
91,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,23.75,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
92,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,24.0,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
93,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,24.25,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
94,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,24.5,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
95,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,24.75,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
96,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,25.0,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
97,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,25.25,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
98,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,25.5,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
99,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,25.75,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
100,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,26.0,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
101,sCO2,-0.0109316424074,2.03335332432,5.43874824389,38.33,46.11,750.0,17.67,3.54,0.0,0.635,0.0,26.25,294127.655274,953.806080394,293173.849194,840286.426614,953.806080394,0.0,0.0,8890230.39357,0.0451090602864,34.8897518642,151251.55679,7.1054273576e-15,-7.1054273576e-15,0.0,0.0,0.0,0.0,0.0,5922.51845872,5889.95002085,5832.24702631,5833.26951928,5851.94807244,5965.77164852,6127.96489778,6234.95615882,6357.72010873,6469.00886271,6551.48443119,6596.06377452,6624.63993611,6655.31391257,6673.68280437,6668.46144034,6633.28494852,6553.8189863,6473.18456126,6421.02840816,6384.36645491,6308.31895997,6175.75285391,6046.80054415,348112.473852,346198.173448,342806.519658,342866.619522,343964.503369,350654.80023,360188.158992,366476.867557,373692.659724,380233.965375,385081.696011,387701.970747,389381.614022,391184.562195,392264.244835,391957.34466,389889.748641,385218.915973,380479.403656,377413.78088,375258.872739,370788.96998,362997.028857,355417.49865,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
